"customerkey","geographykey","name","birthdate","gender","occupation","commutedistance","city","state","country","postalcode"
21290,542,"Angel Torres","1967-12-17","M","Professional","1-2 Miles","Lake Oswego","Oregon","United States","97034"
21291,626,"Rachel Morris","1973-12-14","F","Professional","5-10 Miles","Lynnwood","Washington","United States","98036"
21292,552,"Austin Martinez","1984-05-01","M","Professional","1-2 Miles","W. Linn","Oregon","United States","97068"
21293,311,"Ashley Garcia","1968-01-03","F","Professional","5-10 Miles","Concord","California","United States","94519"
21294,355,"David Foster","1967-11-29","M","Management","0-1 Miles","Redwood City","California","United States","94063"
21295,54,"Benjamin Thomas","1972-12-17","M","Professional","5-10 Miles","N. Vancouver","British Columbia","Canada","V7L 4J4"
21296,607,"Luis Hall","1978-05-20","M","Professional","1-2 Miles","Ballard","Washington","United States","98107"
21297,542,"Melanie Murphy","1972-05-05","F","Professional","5-10 Miles","Lake Oswego","Oregon","United States","97034"
21298,543,"Noah Collins","1966-09-22","M","Professional","1-2 Miles","Lebanon","Oregon","United States","97355"
21299,627,"Hannah Gonzales","1967-01-14","F","Professional","5-10 Miles","Marysville","Washington","United States","98270"
21300,322,"Kaylee Morgan","1978-01-30","F","Management","0-1 Miles","Fremont","California","United States","94536"
21301,539,"Sierra Gonzalez","1966-09-05","F","Skilled Manual","1-2 Miles","Corvallis","Oregon","United States","97330"
21302,545,"Logan Foster","1960-08-07","M","Skilled Manual","5-10 Miles","Milwaukie","Oregon","United States","97222"
21303,374,"Sydney Jenkins","1961-02-10","F","Professional","5-10 Miles","Torrance","California","United States","90505"
21304,618,"Jada Cooper","1960-08-31","F","Professional","5-10 Miles","Issaquah","Washington","United States","98027"
21305,65,"Hunter Garcia","1960-10-22","M","Professional","1-2 Miles","Shawnee","British Columbia","Canada","V9B 5T2"
21306,51,"Jackson Perry","1960-09-01","M","Professional","5-10 Miles","Langford","British Columbia","Canada","V9"
21307,316,"Olivia Jones","1960-10-12","F","Professional","1-2 Miles","El Cajon","California","United States","92020"
21308,66,"Kayla Garcia","1960-12-14","F","Professional","5-10 Miles","Sooke","British Columbia","Canada","V0"
21309,361,"Julia Anderson","1960-07-24","F","Professional","1-2 Miles","San Gabriel","California","United States","91776"
21310,338,"Mariah Hayes","1966-09-30","F","Professional","10+ Miles","Los Angeles","California","United States","90012"
21311,62,"Jennifer Ramirez","1961-04-25","F","Professional","10+ Miles","Royal Oak","British Columbia","Canada","V8X"
21312,543,"Connor Scott","1946-03-06","M","Management","1-2 Miles","Lebanon","Oregon","United States","97355"
21313,307,"Beth Diaz","1946-08-30","F","Management","1-2 Miles","Chula Vista","California","United States","91910"
21314,638,"Devin Patterson","1941-12-04","M","Management","1-2 Miles","Sedro Woolley","Washington","United States","98284"
21315,301,"Audrey Sanz","1947-08-16","F","Management","1-2 Miles","Burbank","California","United States","91502"
21316,358,"John Thompson","1941-09-16","M","Management","2-5 Miles","San Carlos","California","United States","94070"
21317,359,"Lauren Rivera","1942-06-12","F","Management","0-1 Miles","San Diego","California","United States","92102"
21318,51,"Devin Richardson","1971-04-01","M","Professional","1-2 Miles","Langford","British Columbia","Canada","V9"
21319,609,"Zachary Lee","1966-03-07","M","Professional","5-10 Miles","Bellingham","Washington","United States","98225"
21320,609,"Hannah Coleman","1971-04-18","F","Professional","5-10 Miles","Bellingham","Washington","United States","98225"
21321,612,"Jon Jai","1971-09-21","M","Professional","1-2 Miles","Burien","Washington","United States","98168"
21322,543,"Carlos Ramirez","1971-03-21","M","Professional","1-2 Miles","Lebanon","Oregon","United States","97355"
21323,632,"Robert Jackson","1971-12-07","M","Professional","5-10 Miles","Port Orchard","Washington","United States","98366"
21324,300,"Chloe Baker","1965-08-08","F","Professional","2-5 Miles","Beverly Hills","California","United States","90210"
21325,316,"Angela Hayes","1971-07-07","F","Professional","2-5 Miles","El Cajon","California","United States","92020"
21326,355,"Andrea Green","1971-02-10","F","Professional","2-5 Miles","Redwood City","California","United States","94063"
21327,374,"Connor Washington","1965-11-21","M","Management","0-1 Miles","Torrance","California","United States","90505"
21328,348,"Xavier Nelson","1965-02-05","M","Skilled Manual","1-2 Miles","Oakland","California","United States","94611"
21329,355,"Wyatt Brown","1964-12-29","M","Skilled Manual","5-10 Miles","Redwood City","California","United States","94063"
21330,355,"Isabella Clark","1965-09-30","F","Skilled Manual","5-10 Miles","Redwood City","California","United States","94063"
21331,54,"Timothy James","1959-09-07","M","Skilled Manual","5-10 Miles","N. Vancouver","British Columbia","Canada","V7L 4J4"
21332,51,"Bailey Carter","1960-04-24","F","Skilled Manual","1-2 Miles","Langford","British Columbia","Canada","V9"
21333,553,"Mackenzie Allen","1959-02-09","F","Management","5-10 Miles","Woodburn","Oregon","United States","97071"
21334,338,"Mason Nelson","1959-04-02","M","Management","5-10 Miles","Los Angeles","California","United States","90012"
21335,612,"Ana Coleman","1959-03-04","F","Management","5-10 Miles","Burien","Washington","United States","98168"
21336,51,"Angel Perez","1959-03-15","M","Management","5-10 Miles","Langford","British Columbia","Canada","V9"
21337,609,"Jennifer Smith","1963-11-18","F","Professional","5-10 Miles","Bellingham","Washington","United States","98225"
21338,299,"Victoria Price","1963-11-18","F","Professional","5-10 Miles","Berkeley","California","United States","94704"
21339,70,"Haley Barnes","1953-09-21","F","Management","1-2 Miles","Westminster","British Columbia","Canada","V3L 1E7"
21340,641,"Adam Wang","1942-10-31","M","Management","10+ Miles","Spokane","Washington","United States","99202"
21341,311,"Louis Liu","1944-03-15","M","Management","1-2 Miles","Concord","California","United States","94519"
21342,300,"Tonya Xie","1944-05-21","F","Management","1-2 Miles","Beverly Hills","California","United States","90210"
21343,301,"Colin Zeng","1949-02-06","M","Management","10+ Miles","Burbank","California","United States","91502"
21344,335,"Trevor Perry","1954-08-20","M","Management","1-2 Miles","Lemon Grove","California","United States","91945"
21345,49,"Kristina Martinez","1944-01-08","F","Management","5-10 Miles","Cliffside","British Columbia","Canada","V8Y 1L1"
21346,368,"Christian Rodriguez","1945-03-01","M","Management","1-2 Miles","Santa Cruz","California","United States","95062"
21347,49,"Alisha Raji","1944-10-09","F","Management","10+ Miles","Cliffside","British Columbia","Canada","V8Y 1L1"
21348,52,"Alexis Patterson","1945-04-14","F","Management","1-2 Miles","Langley","British Columbia","Canada","V3A 4R2"
21349,54,"Bryan Kelly","1945-03-21","M","Management","1-2 Miles","N. Vancouver","British Columbia","Canada","V7L 4J4"
21350,307,"Mindy Sharma","1945-10-30","F","Management","10+ Miles","Chula Vista","California","United States","91910"
21351,334,"James Coleman","1946-01-24","M","Management","10+ Miles","Lakewood","California","United States","90712"
21352,68,"Morgan Long","1946-09-10","F","Management","1-2 Miles","Vancouver","British Columbia","Canada","V7L 4J4"
21353,610,"Karen Wu","1946-07-05","F","Management","10+ Miles","Bothell","Washington","United States","98011"
21354,52,"Morgan Bailey","1947-04-15","F","Management","10+ Miles","Langley","British Columbia","Canada","V3A 4R2"
21355,627,"Mya Diaz","1947-02-16","F","Management","10+ Miles","Marysville","Washington","United States","98270"
21356,335,"Gabriella Evans","1947-06-06","F","Management","10+ Miles","Lemon Grove","California","United States","91945"
21357,616,"Jada Nelson","1946-11-01","F","Management","10+ Miles","Everett","Washington","United States","98201"
21358,348,"Cody Reed","1946-10-30","M","Management","10+ Miles","Oakland","California","United States","94611"
21359,12,"Johnny Luo","1957-05-23","M","Clerical","1-2 Miles","North Sydney","New South Wales","Australia","2055"
21360,6,"Orlando Gill","1953-05-12","M","Skilled Manual","5-10 Miles","Lavender Bay","New South Wales","Australia","2060"
21361,37,"Ricky Romero","1952-09-12","M","Clerical","1-2 Miles","Seaford","Victoria","Australia","3198"
21362,39,"Angel Evans","1958-09-16","M","Clerical","5-10 Miles","Sunbury","Victoria","Australia","3429"
21363,29,"Tammy Arthur","1953-08-08","F","Clerical","1-2 Miles","Findon","South Australia","Australia","5023"
21364,54,"Charles Gray","1982-10-07","M","Clerical","5-10 Miles","N. Vancouver","British Columbia","Canada","V7L 4J4"
21365,7,"Gloria Ramos","1953-12-04","F","Clerical","5-10 Miles","Malabar","New South Wales","Australia","2036"
21366,36,"Kelvin Andersen","1954-04-25","M","Clerical","5-10 Miles","Melton","Victoria","Australia","3337"
21367,13,"Cindy Rana","1953-09-13","F","Clerical","5-10 Miles","Port Macquarie","New South Wales","Australia","2444"
21368,314,"Mason Collins","1983-03-26","M","Skilled Manual","5-10 Miles","Daly City","California","United States","94015"
21369,359,"Sarah Rodriguez","1982-07-16","F","Skilled Manual","5-10 Miles","San Diego","California","United States","92102"
21370,36,"Emmanuel Martinez","1960-02-01","M","Clerical","1-2 Miles","Melton","Victoria","Australia","3337"
21371,9,"Ann Patel","1954-10-11","F","Clerical","5-10 Miles","Milsons Point","New South Wales","Australia","2061"
21372,26,"Wayne Raje","1954-09-15","M","Clerical","5-10 Miles","Rockhampton","Queensland","Australia","4700"
21373,37,"Clayton Liu","1954-08-22","M","Clerical","1-2 Miles","Seaford","Victoria","Australia","3198"
21374,18,"Stacey Zhou","1955-05-03","F","Clerical","5-10 Miles","Sydney","New South Wales","Australia","1002"
21375,18,"Carl Sharma","1954-11-21","M","Clerical","5-10 Miles","Sydney","New South Wales","Australia","1002"
21376,39,"Paula Ramos","1966-09-06","F","Clerical","1-2 Miles","Sunbury","Victoria","Australia","3429"
21377,4,"Allison Bailey","1955-08-17","F","Clerical","5-10 Miles","Goulburn","New South Wales","Australia","2580"
21378,31,"Rebekah Diaz","1956-06-07","F","Clerical","5-10 Miles","Hobart","Tasmania","Australia","7001"
21379,4,"Colleen Huang","1955-10-06","F","Clerical","1-2 Miles","Goulburn","New South Wales","Australia","2580"
21380,4,"Candace Sara","1955-12-02","F","Clerical","1-2 Miles","Goulburn","New South Wales","Australia","2580"
21381,15,"Francis Ruiz","1955-07-02","M","Clerical","5-10 Miles","Silverwater","New South Wales","Australia","2264"
21382,25,"Brad Chander","1961-05-20","M","Clerical","5-10 Miles","Hervey Bay","Queensland","Australia","4655"
21383,32,"Ricardo Anand","1962-08-07","M","Clerical","1-2 Miles","Bendigo","Victoria","Australia","3550"
21384,12,"Ronnie Lin","1957-05-23","M","Skilled Manual","1-2 Miles","North Sydney","New South Wales","Australia","2055"
21385,312,"Nicole Peterson","1985-12-21","F","Skilled Manual","5-10 Miles","Coronado","California","United States","92118"
21386,322,"Abigail Wood","1986-03-10","F","Skilled Manual","5-10 Miles","Fremont","California","United States","94536"
21387,26,"Nelson Diaz","1957-06-01","M","Skilled Manual","5-10 Miles","Rockhampton","Queensland","Australia","4700"
21388,546,"Nicole Lee","1984-12-24","F","Management","0-1 Miles","Oregon City","Oregon","United States","97045"
21389,40,"Jamie Sun","1958-06-13","F","Skilled Manual","1-2 Miles","Warrnambool","Victoria","Australia","3280"
21390,7,"Grant Becker","1964-04-12","M","Skilled Manual","1-2 Miles","Malabar","New South Wales","Australia","2036"
21391,21,"Dawn Xie","1960-01-01","F","Clerical","1-2 Miles","Caloundra","Queensland","Australia","4551"
21392,26,"Kelli Lin","1959-08-22","F","Clerical","1-2 Miles","Rockhampton","Queensland","Australia","4700"
21393,33,"Candace Arun","1959-10-26","F","Skilled Manual","1-2 Miles","Cranbourne","Victoria","Australia","3977"
21394,40,"Gabriella Parker","1960-05-23","F","Skilled Manual","5-10 Miles","Warrnambool","Victoria","Australia","3280"
21395,609,"Alexia Hughes","1981-05-19","F","Skilled Manual","5-10 Miles","Bellingham","Washington","United States","98225"
21396,612,"Megan Martinez","1981-06-17","F","Skilled Manual","1-2 Miles","Burien","Washington","United States","98168"
21397,631,"Mason Howard","1986-06-05","M","Skilled Manual","5-10 Miles","Olympia","Washington","United States","98501"
21398,372,"Ethan Diaz","1986-03-21","M","Skilled Manual","5-10 Miles","Spring Valley","California","United States","91977"
21399,385,"Ian Hughes","1981-05-24","M","Skilled Manual","5-10 Miles","Woodland Hills","California","United States","91364"
21400,50,"Adam Campbell","1984-11-21","M","Skilled Manual","1-2 Miles","Haney","British Columbia","Canada","V2W 1W2"
21401,543,"Eric Powell","1984-04-09","M","Professional","5-10 Miles","Lebanon","Oregon","United States","97355"
21402,19,"Kevin King","1961-12-25","M","Skilled Manual","1-2 Miles","Wollongong","New South Wales","Australia","2500"
21403,26,"Lisa Roy","1963-04-18","M","Professional","1-2 Miles","Rockhampton","Queensland","Australia","4700"
21404,25,"Julio Sanz","1962-12-17","M","Professional","1-2 Miles","Hervey Bay","Queensland","Australia","4655"
21405,23,"Bonnie Shen","1975-03-22","F","Management","2-5 Miles","Gold Coast","Queensland","Australia","4217"
21406,33,"Troy Chandra","1964-10-09","M","Management","0-1 Miles","Cranbourne","Victoria","Australia","3977"
21407,33,"Wesley Lin","1970-01-30","M","Management","2-5 Miles","Cranbourne","Victoria","Australia","3977"
21408,32,"Autumn Chen","1964-12-03","F","Management","2-5 Miles","Bendigo","Victoria","Australia","3550"
21409,36,"Johnny Deng","1964-12-22","M","Management","2-5 Miles","Melton","Victoria","Australia","3337"
21410,614,"Eric Zhang","1984-08-03","M","Professional","0-1 Miles","Edmonds","Washington","United States","98020"
21411,335,"Maria Kelly","1979-01-09","F","Professional","0-1 Miles","Lemon Grove","California","United States","91945"
21412,62,"Jordan Alexander","1980-03-25","M","Professional","5-10 Miles","Royal Oak","British Columbia","Canada","V8X"
21413,618,"Dalton Robinson","1979-07-08","M","Professional","5-10 Miles","Issaquah","Washington","United States","98027"
21414,543,"Aaron Butler","1979-12-05","M","Professional","5-10 Miles","Lebanon","Oregon","United States","97355"
21415,634,"Sydney Sanchez","1980-01-19","F","Professional","5-10 Miles","Redmond","Washington","United States","98052"
21416,300,"Ryan Butler","1985-04-14","M","Professional","1-2 Miles","Beverly Hills","California","United States","90210"
21417,301,"Gabrielle Torres","1980-01-01","F","Professional","1-2 Miles","Burbank","California","United States","91502"
21418,20,"Alicia Chapman","1964-07-22","F","Management","2-5 Miles","Brisbane","Queensland","Australia","4000"
21419,312,"Gilbert Ma","1971-12-09","M","Management","0-1 Miles","Coronado","California","United States","92118"
21420,338,"Isabella Carter","1968-09-13","F","Skilled Manual","1-2 Miles","Los Angeles","California","United States","90012"
21421,638,"Ashley Ross","1968-02-20","F","Professional","5-10 Miles","Sedro Woolley","Washington","United States","98284"
21422,348,"Karen Wood","1962-07-12","F","Management","2-5 Miles","Oakland","California","United States","94611"
21423,71,"Connor Adams","1963-01-16","M","Professional","2-5 Miles","Westminster","British Columbia","Canada","V3L 1H4"
21424,316,"Emily Alexander","1973-02-28","F","Professional","1-2 Miles","El Cajon","California","United States","92020"
21425,343,"Carlos Hall","1961-12-25","M","Professional","5-10 Miles","National City","California","United States","91950"
21426,310,"Jon Raje","1962-04-05","M","Professional","1-2 Miles","Colma","California","United States","94014"
21427,632,"Kelly Foster","1962-01-31","F","Professional","5-10 Miles","Port Orchard","Washington","United States","98366"
21428,612,"Jada Brooks","1962-06-13","F","Professional","5-10 Miles","Burien","Washington","United States","98168"
21429,547,"Isabella Sandberg","1978-06-04","F","Professional","5-10 Miles","Portland","Oregon","United States","97205"
21430,301,"Savannah Morgan","1938-04-04","F","Management","5-10 Miles","Burbank","California","United States","91502"
21431,49,"Preston Kapoor","1976-04-15","M","Management","2-5 Miles","Cliffside","British Columbia","Canada","V8Y 1L1"
21432,616,"Melanie Ward","1971-05-27","F","Management","2-5 Miles","Everett","Washington","United States","98201"
21433,311,"Gerald Martinez","1976-08-01","M","Management","2-5 Miles","Concord","California","United States","94519"
21434,361,"Isabella Smith","1971-03-31","F","Management","0-1 Miles","San Gabriel","California","United States","91776"
21435,369,"Connor Alexander","1976-04-09","M","Management","0-1 Miles","Santa Monica","California","United States","90401"
21436,611,"Brandi Serrano","1973-10-23","F","Professional","2-5 Miles","Bremerton","Washington","United States","98312"
21437,307,"Whitney Sara","1968-03-05","F","Professional","2-5 Miles","Chula Vista","California","United States","91910"
21438,368,"Edward Price","1967-10-14","M","Professional","2-5 Miles","Santa Cruz","California","United States","95062"
21439,634,"Thomas Clark","1973-01-14","M","Professional","2-5 Miles","Redmond","Washington","United States","98052"
21440,336,"Ian Morgan","1967-08-14","M","Professional","2-5 Miles","Lincoln Acres","California","United States","91950"
21441,60,"Edward Nelson","1953-08-10","M","Management","10+ Miles","Port Hammond","British Columbia","Canada","V6B 3P7"
21442,331,"Savannah Cook","1953-05-18","F","Management","10+ Miles","La Jolla","California","United States","92806"
21443,631,"Zoe Morgan","1947-11-07","F","Management","10+ Miles","Olympia","Washington","United States","98501"
21444,352,"Blake Lopez","1948-06-21","M","Management","1-2 Miles","Palo Alto","California","United States","94303"
21445,609,"Madeline Evans","1948-09-13","F","Management","10+ Miles","Bellingham","Washington","United States","98225"
21446,68,"Jeremy Barnes","1949-04-14","M","Management","1-2 Miles","Vancouver","British Columbia","Canada","V7L 4J4"
21447,60,"Anthony Harris","1948-08-25","M","Management","10+ Miles","Port Hammond","British Columbia","Canada","V6B 3P7"
21448,311,"Jenna Nelson","1948-10-01","F","Management","1-2 Miles","Concord","California","United States","94519"
21449,311,"Devon Raheem","1948-07-21","M","Management","5-10 Miles","Concord","California","United States","94519"
21450,68,"Nathan Bryant","1949-08-06","M","Professional","1-2 Miles","Vancouver","British Columbia","Canada","V7L 4J4"
21451,311,"Jocelyn Ross","1950-04-27","F","Professional","10+ Miles","Concord","California","United States","94519"
21452,539,"Seth Bailey","1949-11-18","M","Professional","10+ Miles","Corvallis","Oregon","United States","97330"
21453,49,"Wayne Deng","1955-02-17","M","Management","1-2 Miles","Cliffside","British Columbia","Canada","V8Y 1L1"
21454,311,"Alvin Goldstein","1949-08-06","M","Management","1-2 Miles","Concord","California","United States","94519"
21455,609,"Samuel Shan","1951-06-17","M","Professional","10+ Miles","Bellingham","Washington","United States","98225"
21456,543,"Dalton Gonzales","1950-08-26","M","Professional","10+ Miles","Lebanon","Oregon","United States","97355"
21457,300,"Jamie Serrano","1951-03-24","M","Professional","2-5 Miles","Beverly Hills","California","United States","90210"
21458,335,"Carson Price","1956-05-08","M","Professional","2-5 Miles","Lemon Grove","California","United States","91945"
21459,374,"Luis Alexander","1951-03-24","M","Management","2-5 Miles","Torrance","California","United States","90505"
21460,372,"Jack Carter","1951-02-04","M","Management","2-5 Miles","Spring Valley","California","United States","91977"
21461,60,"Elizabeth Simmons","1950-11-30","F","Management","10+ Miles","Port Hammond","British Columbia","Canada","V6B 3P7"
21462,345,"Katelyn Nelson","1951-03-02","F","Management","2-5 Miles","Newport Beach","California","United States","92625"
21463,372,"Logan Roberts","1951-04-24","M","Management","2-5 Miles","Spring Valley","California","United States","91977"
21464,51,"Miguel Griffin","1950-10-07","M","Management","10+ Miles","Langford","British Columbia","Canada","V9"
21465,360,"Austin Shan","1951-10-29","M","Management","10+ Miles","San Francisco","California","United States","94109"
21466,542,"Austin Jones","1951-09-05","M","Management","2-5 Miles","Lake Oswego","Oregon","United States","97034"
21467,632,"David Harris","1952-01-31","M","Management","10+ Miles","Port Orchard","Washington","United States","98366"
21468,336,"Ethan Yang","1952-02-24","M","Management","10+ Miles","Lincoln Acres","California","United States","91950"
21469,316,"Caitlin Bell","1953-03-26","F","Professional","2-5 Miles","El Cajon","California","United States","92020"
21470,307,"Stephanie Jenkins","1952-09-12","F","Professional","2-5 Miles","Chula Vista","California","United States","91910"
21471,51,"Marcus Carter","1952-10-28","M","Professional","10+ Miles","Langford","British Columbia","Canada","V9"
21472,325,"Patrick Ward","1953-05-18","M","Professional","2-5 Miles","Glendale","California","United States","91203"
21473,612,"Stacy Rubio","1954-04-10","F","Professional","2-5 Miles","Burien","Washington","United States","98168"
21474,623,"Lucas Gray","1954-04-21","M","Professional","10+ Miles","Kirkland","Washington","United States","98033"
21475,314,"Cassidy Alexander","1959-08-17","F","Management","2-5 Miles","Daly City","California","United States","94015"
21476,315,"Hunter Jenkins","1954-04-08","M","Management","2-5 Miles","Downey","California","United States","90241"
21477,339,"Katelyn Watson","1953-12-08","F","Management","10+ Miles","Mill Valley","California","United States","94941"
21478,343,"Abigail Reed","1954-01-11","F","Management","2-5 Miles","National City","California","United States","91950"
21479,359,"Noah Foster","1953-08-02","M","Management","2-5 Miles","San Diego","California","United States","92102"
21480,49,"Alfredo Martin","1954-09-06","M","Professional","2-5 Miles","Cliffside","British Columbia","Canada","V8Y 1L1"
21481,614,"Jose Diaz","1954-11-06","M","Professional","10+ Miles","Edmonds","Washington","United States","98020"
21482,542,"Haley Flores","1955-04-07","F","Professional","2-5 Miles","Lake Oswego","Oregon","United States","97034"
21483,637,"Michelle Bailey","1954-12-14","F","Professional","2-5 Miles","Seattle","Washington","United States","98104"
21484,638,"Abigail Coleman","1971-04-19","F","Professional","2-5 Miles","Sedro Woolley","Washington","United States","98284"
21485,641,"Brandon Clark","1971-02-08","M","Professional","2-5 Miles","Spokane","Washington","United States","99202"
21486,301,"Suzanne Gao","1955-03-03","F","Management","10+ Miles","Burbank","California","United States","91502"
21487,347,"Jacqueline Ramirez","1954-09-08","F","Professional","10+ Miles","Novato","California","United States","94947"
21488,359,"Madison Henderson","1955-04-01","F","Professional","1-2 Miles","San Diego","California","United States","92102"
21489,49,"Neil Gutierrez","1956-02-17","M","Skilled Manual","2-5 Miles","Cliffside","British Columbia","Canada","V8Y 1L1"
21490,50,"Cole Ward","1956-05-05","M","Skilled Manual","10+ Miles","Haney","British Columbia","Canada","V2W 1W2"
21491,623,"Joseph Lewis","1961-04-08","M","Professional","2-5 Miles","Kirkland","Washington","United States","98033"
21492,314,"Robert Jai","1956-04-21","M","Professional","10+ Miles","Daly City","California","United States","94015"
21493,359,"Carson Coleman","1956-06-18","M","Management","5-10 Miles","San Diego","California","United States","92102"
21494,54,"Kayla Gonzales","1962-09-05","F","Professional","10+ Miles","N. Vancouver","British Columbia","Canada","V7L 4J4"
21495,631,"James Hughes","1957-01-29","M","Professional","10+ Miles","Olympia","Washington","United States","98501"
21496,300,"Nichole Rai","1962-11-07","F","Professional","10+ Miles","Beverly Hills","California","United States","90210"
21497,307,"Patrick Cox","1962-01-11","M","Professional","10+ Miles","Chula Vista","California","United States","91910"
21498,312,"Cameron Wilson","1962-05-02","M","Professional","10+ Miles","Coronado","California","United States","92118"
21499,358,"Bailey Ramirez","1957-04-22","F","Professional","1-2 Miles","San Carlos","California","United States","94070"
21500,642,"Devin Long","1957-08-16","M","Skilled Manual","10+ Miles","Tacoma","Washington","United States","98403"
21501,59,"Deb Foster","1957-08-02","M","Skilled Manual","10+ Miles","Oak Bay","British Columbia","Canada","V8P"
21502,326,"Morgan Clark","1963-11-22","F","Professional","10+ Miles","Grossmont","California","United States","91941"
21503,626,"Melanie Long","1957-12-24","F","Professional","10+ Miles","Lynnwood","Washington","United States","98036"
21504,611,"Chloe Torres","1957-10-18","F","Professional","2-5 Miles","Bremerton","Washington","United States","98312"
21505,192,"Ronald Gonzalez","1968-04-16","M","Professional","5-10 Miles","Paris","Seine (Paris)","France","75002"
21506,173,"Randall Gutierrez","1968-10-19","M","Professional","5-10 Miles","Poing","Saarland","Germany","66041"
21507,231,"Hunter Smith","1962-07-15","M","Professional","5-10 Miles","Billericay","England","United Kingdom","CM11"
21508,229,"Suzanne Li","1961-09-22","F","Professional","5-10 Miles","Berks","England","United Kingdom","SL4 1RH"
21509,247,"Michele Lopez","1961-05-20","F","Professional","5-10 Miles","London","England","United Kingdom","SE1 8HL"
21510,155,"Carol Perry","1960-06-18","F","Professional","2-5 Miles","Bottrop","Nordrhein-Westfalen","Germany","46236"
21511,265,"Richard Sanders","1965-02-02","M","Professional","2-5 Miles","Peterborough","England","United Kingdom","PB12"
21512,231,"Emma Russell","1960-05-22","F","Professional","2-5 Miles","Billericay","England","United Kingdom","CM11"
21513,197,"Stacey Xu","1949-10-24","F","Professional","10+ Miles","Paris","Seine (Paris)","France","75008"
21514,134,"Krystal Zhu","1949-09-08","F","Management","10+ Miles","München","Hessen","Germany","80074"
21515,233,"Barbara Yuan","1949-08-13","F","Management","5-10 Miles","Bracknell","England","United Kingdom","RG12 8TB"
21516,246,"Larry Serrano","1949-10-10","M","Management","5-10 Miles","London","England","United Kingdom","EC1R 0DU"
21517,257,"Gerald Subram","1950-04-16","M","Management","0-1 Miles","London","England","United Kingdom","W1Y 3RA"
21518,197,"Ruben Madan","1951-05-18","M","Professional","2-5 Miles","Paris","Seine (Paris)","France","75008"
21519,162,"Franklin Becker","1950-10-06","M","Management","10+ Miles","Werne","Nordrhein-Westfalen","Germany","59368"
21520,238,"Seth Baker","1951-01-14","M","Management","10+ Miles","Gateshead","England","United Kingdom","GA10"
21521,187,"Joanna Romero","1951-08-08","F","Professional","2-5 Miles","Lille","Nord","France","59000"
21522,196,"Morgan Bryant","1952-01-08","F","Professional","10+ Miles","Paris","Seine (Paris)","France","75007"
21523,175,"Timothy Green","1963-02-18","M","Management","5-10 Miles","Saarlouis","Saarland","Germany","66740"
21524,265,"Faith Wood","1958-08-11","F","Professional","10+ Miles","Peterborough","England","United Kingdom","PB12"
21525,241,"Victoria Howard","1959-02-10","F","Professional","10+ Miles","Kirkby","England","United Kingdom","KB9"
21526,172,"Jonathon Munoz","1975-10-31","M","Professional","10+ Miles","Offenbach","Saarland","Germany","63009"
21527,211,"Sergio Patel","1960-03-20","M","Professional","10+ Miles","Les Ulis","Essonne","France","91940"
21528,151,"Jay Moreno","1959-11-03","M","Professional","0-1 Miles","Paderborn","Hamburg","Germany","33041"
21529,183,"Kristi Martinez","1958-09-01","F","Management","10+ Miles","Orleans","Loiret","France","45000"
21530,182,"Toni Raman","1964-01-31","F","Management","2-5 Miles","Saint Ouen","Loir et Cher","France","41100"
21531,223,"Kari Vance","1958-08-10","F","Management","10+ Miles","Saint-Denis","Seine Saint Denis","France","93400"
21532,175,"Sierra Turner","1958-09-22","F","Management","10+ Miles","Saarlouis","Saarland","Germany","66740"
21651,633,"Sean Cooper","1969-05-12","M","Professional","2-5 Miles","Puyallup","Washington","United States","98371"
21533,259,"Gilbert Tang","1969-12-18","M","Professional","0-1 Miles","Milton Keynes","England","United Kingdom","MK8 8DF"
21534,250,"Warren Rai","1963-04-23","M","Professional","0-1 Miles","London","England","United Kingdom","SW6 SBY"
21535,206,"Alfredo Sandberg","1962-07-23","M","Professional","10+ Miles","Roissy en Brie","Seine et Marne","France","77680"
21536,128,"Billy Rubio","1956-08-18","M","Professional","10+ Miles","Dresden","Hessen","Germany","01071"
21537,147,"Gloria Navarro","1956-12-05","F","Professional","2-5 Miles","Hamburg","Hamburg","Germany","20354"
21538,220,"Tara Luo","1955-10-08","F","Management","5-10 Miles","Bobigny","Seine Saint Denis","France","93000"
21539,209,"Phillip Raman","1966-09-19","M","Management","10+ Miles","Versailles","Yveline","France","78000"
21540,255,"Ross Rubio","1955-08-17","M","Management","0-1 Miles","London","England","United Kingdom","W1V 5RN"
21541,265,"Daisy Gutierrez","1966-09-19","F","Management","10+ Miles","Peterborough","England","United Kingdom","PB12"
21542,220,"Patricia Vance","1954-11-21","F","Skilled Manual","5-10 Miles","Bobigny","Seine Saint Denis","France","93000"
21543,211,"Naomi Romero","1960-01-30","F","Management","10+ Miles","Les Ulis","Essonne","France","91940"
21544,240,"Gary Moreno","1971-04-19","M","Management","10+ Miles","High Wycombe","England","United Kingdom","HP10 9QY"
21545,277,"Michele Schmidt","1955-04-12","F","Management","0-1 Miles","York","England","United Kingdom","Y024 1GF"
21546,155,"Cory Garcia","1953-11-22","M","Skilled Manual","10+ Miles","Bottrop","Nordrhein-Westfalen","Germany","46236"
21547,238,"Brad Raje","1970-05-06","M","Management","10+ Miles","Gateshead","England","United Kingdom","GA10"
21548,254,"Christy Chander","1959-08-30","F","Management","10+ Miles","London","England","United Kingdom","W1N 9FA"
21549,126,"Jerome Ruiz","1963-09-16","M","Management","10+ Miles","Berlin","Hessen","Germany","14129"
