customerkey,geographykey,name,birthdate,gender,occupation,commutedistance,city,state,country,postalcode
18163,184,Gabriel Zhang,11-08-1958,M,Management,2-5 Miles,Metz,Moselle,France,57000
18164,135,Alisha Wang,17-02-1959,F,Management,10+ Miles,Salzgitter,Hessen,Germany,38231
18165,232,Randall Gill,16-05-1959,M,Management,10+ Miles,Birmingham,England,United Kingdom,B29 6SL
18166,262,Julian Wood,21-01-1959,M,Management,10+ Miles,Oxford,England,United Kingdom,OX1
18167,145,Raul Chander,09-08-1957,M,Professional,2-5 Miles,Frankfurt am Main,Hamburg,Germany,60082
18168,237,Pedro Sanz,12-08-1974,M,Professional,0-1 Miles,Esher-Molesey,England,United Kingdom,EM15
18169,123,Alisha Liang,09-04-1962,F,Professional,10+ Miles,Berlin,Hessen,Germany,12171
18170,121,Adam Perez,01-02-1957,M,Professional,10+ Miles,Ingolstadt,Bayern,Germany,85049
18171,177,Alejandro Zeng,30-09-1956,M,Professional,10+ Miles,Stuttgart,Saarland,Germany,70511
18172,232,Willie Black,19-12-1956,M,Professional,0-1 Miles,Birmingham,England,United Kingdom,B29 6SL
18173,250,Brent Zhang,29-11-1956,M,Professional,0-1 Miles,London,England,United Kingdom,SW6 SBY
18174,225,Jill Munoz,30-12-1960,F,Management,10+ Miles,Orly,Val de Marne,France,94310
18175,196,Carrie Hernandez,13-11-1955,F,Management,5-10 Miles,Paris,Seine (Paris),France,75007
18176,158,Bradley Kumar,24-12-1955,M,Management,10+ Miles,Leipzig,Nordrhein-Westfalen,Germany,4139
18177,249,Reginald Suarez,12-09-1961,M,Management,0-1 Miles,London,England,United Kingdom,SW1P 2NU
18178,266,Tracy Goel,23-10-1955,F,Management,10+ Miles,Reading,England,United Kingdom,RG7 5H7
18179,199,Chelsea McDonald,09-10-1954,F,Management,10+ Miles,Paris,Seine (Paris),France,75010
18180,133,Juan Howard,13-02-1955,M,Management,10+ Miles,Kassel,Hessen,Germany,34117
18181,245,Neil Diaz,08-10-1960,M,Management,0-1 Miles,London,England,United Kingdom,E17 6JF
18182,164,Kristi Prasad,04-04-1954,F,Skilled Manual,10+ Miles,Berlin,Saarland,Germany,12311
18183,160,Meagan Schmidt,18-06-1954,F,Skilled Manual,5-10 Miles,Paderborn,Nordrhein-Westfalen,Germany,33098
18184,197,Leonard Chande,08-07-1952,M,Skilled Manual,5-10 Miles,Paris,Seine (Paris),France,75008
18185,158,Laura Huang,05-05-1953,F,Professional,10+ Miles,Leipzig,Nordrhein-Westfalen,Germany,4139
18186,261,Lori Hernandez,29-01-1953,F,Professional,10+ Miles,Newcastle upon Tyne,England,United Kingdom,NT20
18187,274,Dennis Gao,19-08-1952,M,Professional,0-1 Miles,West Sussex,England,United Kingdom,RH15 9UD
18188,40,Jeffery Wang,09-09-1980,M,Professional,10+ Miles,Warrnambool,Victoria,Australia,3280
18189,15,Nancy Mehta,20-04-1982,F,Professional,10+ Miles,Silverwater,New South Wales,Australia,2264
18190,29,Danny Diaz,17-02-1981,M,Professional,10+ Miles,Findon,South Australia,Australia,5023
18191,12,Julie Sharma,09-02-1981,F,Professional,10+ Miles,North Sydney,New South Wales,Australia,2055
18192,12,Max Hernandez,13-07-1979,M,Professional,10+ Miles,North Sydney,New South Wales,Australia,2055
18193,6,Louis Yuan,20-06-1981,M,Professional,10+ Miles,Lavender Bay,New South Wales,Australia,2060
18194,30,Yolanda Kumar,11-03-1980,F,Professional,10+ Miles,Perth,South Australia,Australia,6006
18195,5,Walter Sanz,16-08-1985,M,Professional,10+ Miles,Lane Cove,New South Wales,Australia,1597
18196,2,Ivan Rana,20-09-1979,M,Management,10+ Miles,Coffs Harbour,New South Wales,Australia,2450
18197,3,Jenny Zimmerman,10-01-1980,F,Management,10+ Miles,Darlinghurst,New South Wales,Australia,2010
18198,3,Cedric Xu,21-09-1979,M,Professional,10+ Miles,Darlinghurst,New South Wales,Australia,2010
18199,7,Brandy Lopez,07-09-1979,F,Management,0-1 Miles,Malabar,New South Wales,Australia,2036
18200,13,Alfredo Gomez,07-12-1978,M,Professional,10+ Miles,Port Macquarie,New South Wales,Australia,2444
18201,13,Karla Xie,23-04-1979,F,Management,10+ Miles,Port Macquarie,New South Wales,Australia,2444
18202,27,Erika Gill,14-10-1978,F,Management,10+ Miles,Townsville,Queensland,Australia,4810
18203,9,Louis Kumar,26-08-1978,M,Management,10+ Miles,Milsons Point,New South Wales,Australia,2061
18204,26,Tiffany Cai,21-05-1979,F,Professional,10+ Miles,Rockhampton,Queensland,Australia,4700
18205,13,Lindsey Raji,25-05-1983,F,Professional,10+ Miles,Port Macquarie,New South Wales,Australia,2444
18206,2,Bruce Madan,17-03-1983,M,Management,10+ Miles,Coffs Harbour,New South Wales,Australia,2450
18207,15,Phillip Gonzalez,19-03-1978,M,Management,10+ Miles,Silverwater,New South Wales,Australia,2264
18208,6,Latoya Nara,03-08-1976,F,Professional,10+ Miles,Lavender Bay,New South Wales,Australia,2060
18209,4,Ann Chandra,08-03-1978,F,Management,10+ Miles,Goulburn,New South Wales,Australia,2580
18210,15,Katie Lal,23-03-1983,F,Management,0-1 Miles,Silverwater,New South Wales,Australia,2264
18211,21,Jaclyn Sun,11-07-1977,F,Management,10+ Miles,Caloundra,Queensland,Australia,4551
18212,17,Marc Ramos,06-09-1976,M,Professional,10+ Miles,St. Leonards,New South Wales,Australia,2065
18213,28,Sheena Raji,16-09-1976,F,Management,10+ Miles,Cloverdale,South Australia,Australia,6105
18214,35,Ronald Suri,26-06-1977,M,Management,10+ Miles,Melbourne,Victoria,Australia,3000
18215,26,Ashley Taylor,03-04-1976,F,Professional,10+ Miles,Rockhampton,Queensland,Australia,4700
18216,27,Susan Zhang,22-11-1981,F,Professional,10+ Miles,Townsville,Queensland,Australia,4810
18217,24,Danny Alonso,19-12-1975,M,Management,10+ Miles,Hawthorne,Queensland,Australia,4171
18218,19,Thomas Powell,02-08-1981,M,Management,10+ Miles,Wollongong,New South Wales,Australia,2500
18219,19,Felicia Gomez,02-11-1981,F,Professional,10+ Miles,Wollongong,New South Wales,Australia,2500
18220,20,Brent Huang,11-05-1977,M,Professional,10+ Miles,Brisbane,Queensland,Australia,4000
18221,24,Marc Alvarez,15-02-1977,M,Management,10+ Miles,Hawthorne,Queensland,Australia,4171
18222,17,Carolyn Suarez,29-08-1980,F,Management,0-1 Miles,St. Leonards,New South Wales,Australia,2065
18223,539,Noah Clark,21-09-1975,M,Professional,0-1 Miles,Corvallis,Oregon,United States,97330
18224,627,Vanessa Perry,09-04-1970,F,Professional,5-10 Miles,Marysville,Washington,United States,98270
18225,627,Paige Jenkins,22-04-1970,F,Professional,5-10 Miles,Marysville,Washington,United States,98270
18226,637,Joseph Walker,03-05-1971,M,Skilled Manual,2-5 Miles,Seattle,Washington,United States,98104
18227,626,Miranda Diaz,20-06-1977,F,Skilled Manual,0-1 Miles,Lynnwood,Washington,United States,98036
18228,368,Adam Parker,25-10-1965,M,Skilled Manual,2-5 Miles,Santa Cruz,California,United States,95062
18229,302,Gabriella Ward,19-05-1965,F,Skilled Manual,2-5 Miles,Burlingame,California,United States,94010
18230,298,Brianna Perry,08-08-1970,F,Professional,0-1 Miles,Bellflower,California,United States,90706
18231,299,Janet Gutierrez,30-09-1964,F,Professional,0-1 Miles,Berkeley,California,United States,94704
18232,347,Sophia Edwards,08-02-1975,F,Skilled Manual,0-1 Miles,Novato,California,United States,94947
18233,631,Mackenzie Bailey,06-02-1964,F,Professional,2-5 Miles,Olympia,Washington,United States,98501
18234,638,Alexandria Russell,01-11-1963,F,Professional,2-5 Miles,Sedro Woolley,Washington,United States,98284
18235,300,Vincent Guo,03-04-1975,M,Professional,0-1 Miles,Beverly Hills,California,United States,90210
18236,65,Andrew Wilson,09-05-1969,M,Professional,0-1 Miles,Shawnee,British Columbia,Canada,V9B 5T2
18237,49,Nicole Russell,06-10-1974,F,Professional,0-1 Miles,Cliffside,British Columbia,Canada,V8Y 1L1
18238,21,Eduardo Harris,01-06-1975,M,Management,0-1 Miles,Caloundra,Queensland,Australia,4551
18239,7,Alisha Zhu,19-07-1980,F,Management,0-1 Miles,Malabar,New South Wales,Australia,2036
18240,36,Arthur Smith,03-04-1975,M,Management,0-1 Miles,Melton,Victoria,Australia,3337
18241,16,Tony Sharma,10-09-1974,M,Management,0-1 Miles,Springwood,New South Wales,Australia,2777
18242,10,Christine Pal,07-01-1975,F,Management,0-1 Miles,Newcastle,New South Wales,Australia,2300
18243,9,Cesar Sai,21-11-1980,M,Management,0-1 Miles,Milsons Point,New South Wales,Australia,2061
18244,22,Lindsay Chande,02-07-1980,F,Management,0-1 Miles,East Brisbane,Queensland,Australia,4169
18245,20,Misty Goel,11-08-1973,F,Professional,2-5 Miles,Brisbane,Queensland,Australia,4000
18246,16,Terrence Raje,23-05-1976,M,Professional,2-5 Miles,Springwood,New South Wales,Australia,2777
18247,35,Donna Beck,13-08-1973,F,Professional,10+ Miles,Melbourne,Victoria,Australia,3000
18248,21,Pedro Moreno,18-02-1975,M,Management,0-1 Miles,Caloundra,Queensland,Australia,4551
18249,30,Alison Chander,15-06-1975,F,Management,5-10 Miles,Perth,South Australia,Australia,6006
18250,34,Jeremiah Hall,13-01-1973,M,Professional,10+ Miles,Geelong,Victoria,Australia,3220
18251,34,Ricky Sanz,17-10-1978,M,Professional,10+ Miles,Geelong,Victoria,Australia,3220
18252,32,Alvin Sun,21-11-1977,M,Management,0-1 Miles,Bendigo,Victoria,Australia,3550
18253,35,Trisha Guo,07-02-1972,F,Management,0-1 Miles,Melbourne,Victoria,Australia,3000
18254,5,Larry Martin,19-02-1972,M,Management,1-2 Miles,Lane Cove,New South Wales,Australia,1597
18255,34,Rachel Griffin,05-07-1976,F,Professional,2-5 Miles,Geelong,Victoria,Australia,3220
18256,20,Gilbert Cai,17-01-1971,M,Professional,0-1 Miles,Brisbane,Queensland,Australia,4000
18257,33,Krista Jimenez,09-04-1974,F,Professional,10+ Miles,Cranbourne,Victoria,Australia,3977
18258,8,Cassie Chander,20-04-1979,F,Professional,5-10 Miles,Matraville,New South Wales,Australia,2036
18259,35,Bailey Torres,12-01-1982,F,Professional,5-10 Miles,Melbourne,Victoria,Australia,3000
18260,40,Jodi Sharma,18-12-1976,F,Professional,0-1 Miles,Warrnambool,Victoria,Australia,3280
18261,30,Stacy Ramos,30-01-1982,F,Professional,5-10 Miles,Perth,South Australia,Australia,6006
18262,18,Evelyn Rana,25-09-1969,F,Professional,5-10 Miles,Sydney,New South Wales,Australia,1002
18263,2,Karla Jai,19-04-1975,F,Professional,5-10 Miles,Coffs Harbour,New South Wales,Australia,2450
18264,3,Jeffery Ma,03-12-1969,M,Professional,10+ Miles,Darlinghurst,New South Wales,Australia,2010
18265,12,Trisha Cai,18-01-1975,F,Professional,10+ Miles,North Sydney,New South Wales,Australia,2055
18266,36,Mandy Huang,13-04-1969,F,Professional,5-10 Miles,Melton,Victoria,Australia,3337
18267,4,Brad Jai,19-11-1968,M,Professional,5-10 Miles,Goulburn,New South Wales,Australia,2580
18268,38,Preston Chapman,26-07-1968,M,Professional,5-10 Miles,South Melbourne,Victoria,Australia,3205
18269,24,Wendy Torres,13-05-1974,F,Professional,5-10 Miles,Hawthorne,Queensland,Australia,4171
18270,19,Rachael Rana,05-10-1968,F,Professional,5-10 Miles,Wollongong,New South Wales,Australia,2500
18271,12,Darrell Yuan,12-12-1979,M,Professional,0-1 Miles,North Sydney,New South Wales,Australia,2055
18272,6,Autumn Lin,14-10-1972,F,Professional,1-2 Miles,Lavender Bay,New South Wales,Australia,2060
18273,35,Natalie Moore,08-04-1973,F,Professional,1-2 Miles,Melbourne,Victoria,Australia,3000
18274,10,Carla Sanchez,19-11-1978,F,Professional,0-1 Miles,Newcastle,New South Wales,Australia,2300
18387,343,Carlos Green,09-08-1974,M,Management,0-1 Miles,National City,California,United States,91950
18275,23,Heather Yang,24-01-1968,F,Skilled Manual,0-1 Miles,Gold Coast,Queensland,Australia,4217
18276,33,Alexa Murphy,03-08-1973,F,Professional,5-10 Miles,Cranbourne,Victoria,Australia,3977
18277,24,Terry Lal,13-03-1968,M,Professional,0-1 Miles,Hawthorne,Queensland,Australia,4171
18278,39,Lucas Powell,21-11-1966,M,Skilled Manual,5-10 Miles,Sunbury,Victoria,Australia,3429
18279,19,Rachael Suri,20-03-1967,F,Skilled Manual,5-10 Miles,Wollongong,New South Wales,Australia,2500
18280,31,Jimmy Alonso,21-11-1966,M,Skilled Manual,5-10 Miles,Hobart,Tasmania,Australia,7001
18281,9,Jaclyn Li,14-06-1978,F,Skilled Manual,0-1 Miles,Milsons Point,New South Wales,Australia,2061
18282,23,Candace Kapoor,05-06-1972,F,Professional,5-10 Miles,Gold Coast,Queensland,Australia,4217
18283,31,Mallory Vazquez,11-01-1972,F,Professional,5-10 Miles,Hobart,Tasmania,Australia,7001
18284,31,Carl Deng,23-01-1972,M,Professional,2-5 Miles,Hobart,Tasmania,Australia,7001
18285,10,Roberto Romero,01-02-1966,M,Skilled Manual,5-10 Miles,Newcastle,New South Wales,Australia,2300
18286,21,Holly Suri,06-05-1977,F,Skilled Manual,5-10 Miles,Caloundra,Queensland,Australia,4551
18287,6,Heather Zeng,30-09-1938,F,Professional,5-10 Miles,Lavender Bay,New South Wales,Australia,2060
18288,4,Daisy Suarez,24-02-1971,F,Professional,0-1 Miles,Goulburn,New South Wales,Australia,2580
18289,9,Jaclyn Raji,24-02-1971,F,Professional,0-1 Miles,Milsons Point,New South Wales,Australia,2061
18290,3,Audrey Hernandez,18-10-1975,F,Professional,5-10 Miles,Darlinghurst,New South Wales,Australia,2010
18291,36,Jennifer Hill,10-08-1969,F,Professional,5-10 Miles,Melton,Victoria,Australia,3337
18292,38,Louis Tang,06-08-1975,M,Professional,5-10 Miles,South Melbourne,Victoria,Australia,3205
18293,26,Austin Butler,31-10-1964,M,Professional,5-10 Miles,Rockhampton,Queensland,Australia,4700
18294,39,Denise Prasad,05-03-1965,F,Professional,5-10 Miles,Sunbury,Victoria,Australia,3429
18295,20,Ajay Solanki,05-01-1965,F,Professional,5-10 Miles,Brisbane,Queensland,Australia,4000
18296,2,Trisha Li,15-05-1969,F,Professional,0-1 Miles,Coffs Harbour,New South Wales,Australia,2450
18297,9,Gloria Alvarez,22-08-1974,F,Professional,5-10 Miles,Milsons Point,New South Wales,Australia,2061
18298,11,Geoffrey Malhotra,06-10-1973,M,Professional,5-10 Miles,North Ryde,New South Wales,Australia,2113
18299,27,Colin Deng,20-09-1967,M,Skilled Manual,5-10 Miles,Townsville,Queensland,Australia,4810
18300,28,Diane Ramos,09-01-1967,F,Skilled Manual,5-10 Miles,Cloverdale,South Australia,Australia,6105
18301,39,Julie Xu,09-08-1963,F,Management,2-5 Miles,Sunbury,Victoria,Australia,3429
18302,33,Wayne Xie,23-08-1969,M,Management,5-10 Miles,Cranbourne,Victoria,Australia,3977
18303,12,Shannon Serrano,07-01-1964,M,Management,5-10 Miles,North Sydney,New South Wales,Australia,2055
18304,15,Yolanda She,27-04-1963,F,Skilled Manual,5-10 Miles,Silverwater,New South Wales,Australia,2264
18305,40,Kelvin Xu,21-11-1941,M,Management,0-1 Miles,Warrnambool,Victoria,Australia,3280
18306,35,Margaret Lin,06-05-1977,F,Skilled Manual,5-10 Miles,Melbourne,Victoria,Australia,3000
18307,4,Amy Zhang,04-11-1961,F,Skilled Manual,5-10 Miles,Goulburn,New South Wales,Australia,2580
18308,38,Erica Chen,05-03-1967,F,Skilled Manual,5-10 Miles,South Melbourne,Victoria,Australia,3205
18309,13,Mandy Wu,14-09-1961,F,Skilled Manual,5-10 Miles,Port Macquarie,New South Wales,Australia,2444
18310,14,Lance Romero,03-04-1955,M,Skilled Manual,5-10 Miles,Rhodes,New South Wales,Australia,2138
18311,316,Jennifer Mitchell,09-11-1980,F,Skilled Manual,5-10 Miles,El Cajon,California,United States,92020
18312,314,Miguel Moore,19-07-1980,M,Skilled Manual,0-1 Miles,Daly City,California,United States,94015
18313,302,Arianna Foster,12-11-1985,F,Skilled Manual,0-1 Miles,Burlingame,California,United States,94010
18314,52,Eric Perry,15-05-1986,M,Skilled Manual,0-1 Miles,Langley,British Columbia,Canada,V3A 4R2
18315,431,Melody Dominguez,01-10-1985,F,Skilled Manual,5-10 Miles,Carol Stream,Illinois,United States,60188
18316,631,Justin Kumar,26-05-1986,M,Skilled Manual,0-1 Miles,Olympia,Washington,United States,98501
18317,63,Samantha Jones,15-11-1985,F,Skilled Manual,5-10 Miles,Shawnee,British Columbia,Canada,V8Z 4N5
18318,626,Benjamin Hughes,22-02-1986,M,Skilled Manual,5-10 Miles,Lynnwood,Washington,United States,98036
18319,14,Aimee Sun,12-08-1948,F,Clerical,5-10 Miles,Rhodes,New South Wales,Australia,2138
18320,68,Luis Jai,02-10-1984,M,Clerical,0-1 Miles,Vancouver,British Columbia,Canada,V7L 4J4
18321,553,Sebastian Cook,06-02-1985,M,Clerical,5-10 Miles,Woodburn,Oregon,United States,97071
18322,60,Antonio Ross,14-03-1985,M,Clerical,0-1 Miles,Port Hammond,British Columbia,Canada,V6B 3P7
18323,614,Jeremy Clark,20-11-1983,M,Skilled Manual,5-10 Miles,Edmonds,Washington,United States,98020
18324,51,Jackson Butler,16-10-1983,M,Skilled Manual,0-1 Miles,Langford,British Columbia,Canada,V9
18325,31,Colleen Xu,05-04-1944,F,Management,0-1 Miles,Hobart,Tasmania,Australia,7001
18326,8,Jay Srini,20-06-1944,M,Management,0-1 Miles,Matraville,New South Wales,Australia,2036
18327,299,Jon Sharma,24-07-1982,M,Clerical,5-10 Miles,Berkeley,California,United States,94704
18328,311,Alvin Rai,19-04-1983,M,Skilled Manual,5-10 Miles,Concord,California,United States,94519
18329,54,Marcus Bailey,14-02-1985,M,Clerical,5-10 Miles,N. Vancouver,British Columbia,Canada,V7L 4J4
18330,39,Kellie Diaz,04-03-1950,F,Management,5-10 Miles,Sunbury,Victoria,Australia,3429
18331,33,Jerry Chande,05-06-1951,M,Clerical,0-1 Miles,Cranbourne,Victoria,Australia,3977
18332,33,Emmanuel Malhotra,11-07-1945,M,Clerical,0-1 Miles,Cranbourne,Victoria,Australia,3977
18333,21,Meredith Patel,17-08-1952,F,Clerical,5-10 Miles,Caloundra,Queensland,Australia,4551
18334,28,Edwin Ye,25-04-1947,M,Clerical,0-1 Miles,Cloverdale,South Australia,Australia,6105
18335,23,Ricky Diaz,05-10-1953,M,Management,5-10 Miles,Gold Coast,Queensland,Australia,4217
18336,7,Carla Gonzalez,09-07-1947,F,Management,5-10 Miles,Malabar,New South Wales,Australia,2036
18337,27,Audrey Serrano,10-08-1953,F,Management,5-10 Miles,Townsville,Queensland,Australia,4810
18338,40,Nina Andersen,08-01-1959,F,Management,5-10 Miles,Warrnambool,Victoria,Australia,3280
18339,298,Donna Nath,01-12-1981,F,Skilled Manual,5-10 Miles,Bellflower,California,United States,90706
18340,299,Arianna Cooper,20-10-1981,F,Skilled Manual,5-10 Miles,Berkeley,California,United States,94704
18341,312,Russell Goel,31-10-1981,M,Skilled Manual,1-2 Miles,Coronado,California,United States,92118
18342,343,Victoria James,12-01-1982,F,Skilled Manual,5-10 Miles,National City,California,United States,91950
18343,348,Dalton Green,25-01-1982,M,Skilled Manual,1-2 Miles,Oakland,California,United States,94611
18344,385,Caleb Turner,20-08-1981,M,Skilled Manual,5-10 Miles,Woodland Hills,California,United States,91364
18345,53,Samantha Bryant,18-03-1981,F,Skilled Manual,5-10 Miles,Metchosin,British Columbia,Canada,V9
18346,329,Anna Flores,18-08-1985,F,Skilled Manual,1-2 Miles,Imperial Beach,California,United States,91932
18347,352,Alyssa Clark,01-05-1980,F,Skilled Manual,1-2 Miles,Palo Alto,California,United States,94303
18348,361,Katelyn Roberts,01-05-1980,F,Skilled Manual,1-2 Miles,San Gabriel,California,United States,91776
18349,372,Jacob Robinson,14-10-1979,M,Skilled Manual,5-10 Miles,Spring Valley,California,United States,91977
18350,383,Emma Ross,10-05-1979,F,Skilled Manual,5-10 Miles,West Covina,California,United States,91791
18351,302,Alexander Smith,12-08-1977,M,Skilled Manual,5-10 Miles,Burlingame,California,United States,94010
18352,307,Noah Thomas,22-05-1978,M,Management,1-2 Miles,Chula Vista,California,United States,91910
18353,635,Robert Anderson,09-08-1977,M,Management,1-2 Miles,Renton,Washington,United States,98055
18354,302,Alvin Nara,16-11-1972,M,Management,0-1 Miles,Burlingame,California,United States,94010
18355,50,Edward Foster,20-01-1974,M,Management,0-1 Miles,Haney,British Columbia,Canada,V2W 1W2
18356,66,Alexander Lee,30-01-1974,M,Skilled Manual,1-2 Miles,Sooke,British Columbia,Canada,V0
18357,618,Trinity Reed,12-02-1974,F,Management,0-1 Miles,Issaquah,Washington,United States,98027
18358,315,Oscar Coleman,21-02-1985,M,Skilled Manual,1-2 Miles,Downey,California,United States,90241
18388,372,Julia Russell,15-05-1969,F,Management,1-2 Miles,Spring Valley,California,United States,91977
18359,345,Alexandria Bryant,08-09-1984,F,Skilled Manual,1-2 Miles,Newport Beach,California,United States,92625
18360,368,Eric Li,12-03-1985,M,Skilled Manual,5-10 Miles,Santa Cruz,California,United States,95062
18361,383,Marcus Simmons,24-06-1985,M,Skilled Manual,1-2 Miles,West Covina,California,United States,91791
18362,49,Erin Howard,12-05-1984,F,Skilled Manual,1-2 Miles,Cliffside,British Columbia,Canada,V8Y 1L1
18363,49,Lucas Ward,06-07-1983,M,Skilled Manual,5-10 Miles,Cliffside,British Columbia,Canada,V8Y 1L1
18364,614,Eduardo Gray,04-10-1983,M,Skilled Manual,1-2 Miles,Edmonds,Washington,United States,98020
18365,635,Daniel Lewis,19-03-1984,M,Skilled Manual,5-10 Miles,Renton,Washington,United States,98055
18366,331,Alexandria Richardson,22-11-1983,F,Skilled Manual,1-2 Miles,La Jolla,California,United States,92806
18367,14,Edwin Wu,24-04-1951,M,Clerical,1-2 Miles,Rhodes,New South Wales,Australia,2138
18368,49,Austin Hughes,08-08-1976,M,Skilled Manual,0-1 Miles,Cliffside,British Columbia,Canada,V8Y 1L1
18369,307,Mandy He,12-02-1977,F,Skilled Manual,1-2 Miles,Chula Vista,California,United States,91910
18370,368,Tristan Flores,11-08-1976,M,Skilled Manual,0-1 Miles,Santa Cruz,California,United States,95062
18371,626,Jessica Morgan,06-05-1977,F,Skilled Manual,1-2 Miles,Lynnwood,Washington,United States,98036
18372,70,Jeremiah Thomas,19-09-1977,M,Skilled Manual,0-1 Miles,Westminster,British Columbia,Canada,V3L 1E7
18373,536,Stephanie Roberts,08-08-1983,F,Skilled Manual,0-1 Miles,Beaverton,Oregon,United States,97005
18374,633,Logan King,12-04-1981,M,Professional,0-1 Miles,Puyallup,Washington,United States,98371
18375,355,Michelle Morris,20-11-1969,F,Management,1-2 Miles,Redwood City,California,United States,94063
18376,347,Abigail Diaz,23-07-1967,F,Professional,5-10 Miles,Novato,California,United States,94947
18377,53,Madison Robinson,02-07-1967,F,Professional,5-10 Miles,Metchosin,British Columbia,Canada,V9
18378,369,Dalton Foster,10-04-1967,M,Professional,2-5 Miles,Santa Monica,California,United States,90401
18379,60,Abigail Robinson,15-03-1973,F,Professional,0-1 Miles,Port Hammond,British Columbia,Canada,V6B 3P7
18380,545,Kaitlyn Kelly,25-12-1961,F,Professional,0-1 Miles,Milwaukie,Oregon,United States,97222
18381,307,Katherine Ward,05-05-1962,F,Professional,5-10 Miles,Chula Vista,California,United States,91910
18382,52,Isabella Garcia,05-08-1968,F,Professional,0-1 Miles,Langley,British Columbia,Canada,V3A 4R2
18383,627,Natalie Torres,03-06-1974,F,Professional,5-10 Miles,Marysville,Washington,United States,98270
18384,632,Nicole Williams,22-01-1974,F,Professional,10+ Miles,Port Orchard,Washington,United States,98366
18385,301,Miguel Gonzalez,13-12-1979,M,Management,1-2 Miles,Burbank,California,United States,91502
18386,316,Kevin Shan,22-11-1968,M,Professional,5-10 Miles,El Cajon,California,United States,92020
18389,49,Marcus Gray,23-08-1967,M,Professional,0-1 Miles,Cliffside,British Columbia,Canada,V8Y 1L1
18390,49,Blake Thompson,31-03-1973,M,Professional,0-1 Miles,Cliffside,British Columbia,Canada,V8Y 1L1
18391,54,Jacqueline Russell,09-07-1967,F,Professional,5-10 Miles,N. Vancouver,British Columbia,Canada,V7L 4J4
18392,62,Jasmine Gonzales,20-06-1973,F,Professional,0-1 Miles,Royal Oak,British Columbia,Canada,V8X
18393,542,Angela Ross,18-01-1968,F,Professional,5-10 Miles,Lake Oswego,Oregon,United States,97034
18394,635,Sean Wright,16-11-1967,M,Professional,5-10 Miles,Renton,Washington,United States,98055
18395,553,Xavier Howard,01-01-1968,M,Professional,5-10 Miles,Woodburn,Oregon,United States,97071
18396,648,Luke Parker,07-09-1973,M,Professional,1-2 Miles,Yakima,Washington,United States,98901
18397,419,Louis Anand,10-12-1967,M,Professional,1-2 Miles,Byron,Georgia,United States,31008
18398,310,Geoffrey Sanchez,20-07-1967,M,Management,5-10 Miles,Colma,California,United States,94014
18399,311,Sara Torres,09-08-1967,F,Professional,5-10 Miles,Concord,California,United States,94519
18400,326,Jeremiah Jackson,20-06-1973,M,Professional,5-10 Miles,Grossmont,California,United States,91941
18401,53,Joshua Jones,24-03-1967,M,Professional,5-10 Miles,Metchosin,British Columbia,Canada,V9
18402,607,Kimberly Kelly,17-05-1967,F,Professional,5-10 Miles,Ballard,Washington,United States,98107
18403,607,Madeline Phillips,26-08-1966,F,Professional,5-10 Miles,Ballard,Washington,United States,98107
18404,613,Alicia Raji,04-02-1967,F,Professional,1-2 Miles,Chehalis,Washington,United States,98532
18405,299,Sheila Gutierrez,08-12-1966,F,Management,2-5 Miles,Berkeley,California,United States,94704
18406,329,Zachary Ross,23-10-1972,M,Management,0-1 Miles,Imperial Beach,California,United States,91932
18407,70,Maria Griffin,19-05-1961,F,Professional,5-10 Miles,Westminster,British Columbia,Canada,V3L 1E7
18408,612,Cody West,03-06-1961,M,Professional,5-10 Miles,Burien,Washington,United States,98168
18409,298,Olivia Washington,11-03-1961,F,Professional,5-10 Miles,Bellflower,California,United States,90706
18410,329,Joshua Davis,20-05-1961,M,Professional,1-2 Miles,Imperial Beach,California,United States,91932
18411,70,Jack Powell,17-01-1961,M,Professional,5-10 Miles,Westminster,British Columbia,Canada,V3L 1E7
18412,316,Mary Parker,23-09-1960,F,Professional,5-10 Miles,El Cajon,California,United States,92020
18413,329,Samuel Jackson,28-01-1961,M,Professional,1-2 Miles,Imperial Beach,California,United States,91932
18414,536,Gabrielle Griffin,03-04-1941,F,Professional,1-2 Miles,Beaverton,Oregon,United States,97005
18415,302,Summer Mehta,19-05-1941,F,Management,1-2 Miles,Burlingame,California,United States,94010
18416,547,Emma Peterson,19-11-1965,F,Professional,5-10 Miles,Portland,Oregon,United States,97205
18417,300,Jonathan Roberts,04-12-1976,M,Professional,5-10 Miles,Beverly Hills,California,United States,90210
18418,311,Dawn Sun,20-12-1971,F,Professional,5-10 Miles,Concord,California,United States,94519
18419,316,Rachel Johnson,16-06-1966,F,Professional,2-5 Miles,El Cajon,California,United States,92020
18420,358,Riley Stewart,11-10-1976,F,Professional,2-5 Miles,San Carlos,California,United States,94070
18421,359,Megan Morgan,13-02-1966,F,Management,0-1 Miles,San Diego,California,United States,92102
18422,374,Taylor Jones,31-10-1965,F,Management,0-1 Miles,Torrance,California,United States,90505
18423,358,Christian Jones,01-02-1960,M,Skilled Manual,1-2 Miles,San Carlos,California,United States,94070
18424,322,Samuel Williams,09-01-1960,M,Professional,5-10 Miles,Fremont,California,United States,94536
18425,316,Garrett Brooks,13-03-1960,M,Professional,5-10 Miles,El Cajon,California,United States,92020
18426,322,Luke Gonzales,21-09-1958,M,Management,1-2 Miles,Fremont,California,United States,94536
